year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio
2023,Mid-level,Full-time,MLOps Engineer,124000,Full remote
2023,Senior,Full-time,Data Engineer,171250,On-site work
2023,Senior,Full-time,Data Engineer,113750,On-site work
2023,Senior,Full-time,Data Engineer,165000,On-site work
2023,Senior,Full-time,Data Engineer,132300,On-site work
2023,Senior,Full-time,Data Scientist,225000,On-site work
2023,Senior,Full-time,Data Scientist,175000,On-site work
2023,Senior,Full-time,Data Engineer,230000,On-site work
2023,Senior,Full-time,Data Engineer,124500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,247500,On-site work
2023,Senior,Full-time,Machine Learning Engineer,172200,On-site work
2023,Senior,Full-time,Data Analyst,175000,On-site work
2023,Senior,Full-time,Data Analyst,145000,On-site work
2023,Senior,Full-time,Data Analyst,148700,On-site work
2023,Senior,Full-time,Data Analyst,125600,On-site work
2023,Senior,Full-time,Data Engineer,145000,On-site work
2023,Senior,Full-time,Data Engineer,115000,On-site work
2023,Senior,Full-time,Research Scientist,200000,On-site work
2023,Senior,Full-time,Research Scientist,150000,On-site work
2023,Entry-level,Full-time,Research Engineer,160000,On-site work
2023,Entry-level,Full-time,Research Engineer,120000,On-site work
2023,Senior,Full-time,Data Analyst,185000,Full remote
2023,Senior,Full-time,Data Analyst,120250,Full remote
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183000,Full remote
2023,Senior,Full-time,Data Architect,170000,Full remote
2023,Senior,Full-time,Data Architect,125000,Full remote
2023,Mid-level,Full-time,Data Architect,167500,On-site work
2023,Mid-level,Full-time,Data Architect,106500,On-site work
2023,Senior,Full-time,Research Scientist,250000,On-site work
2023,Senior,Full-time,Research Scientist,200000,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,135000,Partially remote
2023,Senior,Full-time,AI Scientist,423834,On-site work
2023,Senior,Full-time,Machine Learning Engineer,216000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,184000,Full remote
2023,Senior,Full-time,Data Engineer,180000,Full remote
2023,Senior,Full-time,Data Engineer,165000,Full remote
2023,Senior,Full-time,Data Scientist,185900,On-site work
2023,Senior,Full-time,Data Scientist,129300,On-site work
2023,Senior,Full-time,Data Engineer,145000,On-site work
2023,Senior,Full-time,Data Engineer,120000,On-site work
2023,Mid-level,Full-time,Data Engineer,143865,On-site work
2023,Mid-level,Full-time,Data Engineer,115092,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,130000,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,90000,On-site work
2023,Senior,Full-time,Data Scientist,173000,Full remote
2023,Senior,Full-time,Data Scientist,132000,Full remote
2023,Senior,Full-time,Data Analyst,208049,On-site work
2023,Senior,Full-time,Data Analyst,128500,On-site work
2023,Senior,Full-time,Analytics Engineer,179820,On-site work
2023,Senior,Full-time,Analytics Engineer,143860,On-site work
2023,Senior,Full-time,Data Engineer,167500,On-site work
2023,Senior,Full-time,Data Engineer,106500,On-site work
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183500,Full remote
2023,Mid-level,Full-time,Data Engineer,149600,On-site work
2023,Mid-level,Full-time,Data Engineer,102000,On-site work
2023,Executive,Full-time,Data Scientist,145000,On-site work
2023,Executive,Full-time,Data Scientist,100000,On-site work
2023,Senior,Full-time,Data Analyst,190000,Full remote
2023,Senior,Full-time,Data Analyst,95000,Full remote
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,106800,On-site work
2023,Mid-level,Full-time,Data Scientist,96578,On-site work
2023,Mid-level,Full-time,Data Scientist,80481,On-site work
2023,Mid-level,Full-time,Data Analyst,128000,On-site work
2023,Mid-level,Full-time,Data Analyst,85000,On-site work
2023,Mid-level,Full-time,Data Engineer,151000,On-site work
2023,Mid-level,Full-time,Data Engineer,140000,On-site work
2023,Senior,Full-time,Data Scientist,275300,Full remote
2023,Senior,Full-time,Data Scientist,183500,Full remote
2023,Senior,Full-time,Machine Learning Scientist,220000,On-site work
2023,Senior,Full-time,Machine Learning Scientist,170000,On-site work
2023,Senior,Full-time,Data Analyst,135000,On-site work
2023,Senior,Full-time,Data Analyst,105500,On-site work
2023,Senior,Full-time,Data Analyst,100000,Full remote
2023,Senior,Full-time,Data Analyst,80000,Full remote
2023,Entry-level,Full-time,Autonomous Vehicle Technician,7000,On-site work
2023,Entry-level,Full-time,Applied Machine Learning Scientist,42923,Partially remote
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,145000,Full remote
2023,Mid-level,Full-time,Data Analyst,154000,On-site work
2023,Mid-level,Full-time,Data Analyst,143000,On-site work
2023,Mid-level,Full-time,Data Scientist,78990,On-site work
2023,Mid-level,Full-time,Data Scientist,51039,On-site work
2023,Entry-level,Full-time,Data Scientist,190000,On-site work
2023,Entry-level,Full-time,Data Scientist,120000,On-site work
2023,Mid-level,Full-time,Data Scientist,85066,On-site work
2023,Mid-level,Full-time,Data Scientist,51039,On-site work
2023,Mid-level,Full-time,Data Scientist,109371,On-site work
2023,Mid-level,Full-time,Data Scientist,72914,On-site work
2023,Senior,Full-time,Data Engineer,150000,On-site work
2023,Senior,Full-time,Data Engineer,111000,On-site work
2023,Executive,Full-time,Data Engineer,265000,On-site work
2023,Executive,Full-time,Data Engineer,235000,On-site work
2023,Entry-level,Full-time,Data Scientist,121093,Partially remote
2022,Mid-level,Full-time,Data Scientist,73546,Full remote
2023,Senior,Full-time,Data Engineer,160000,Full remote
2023,Senior,Full-time,Data Engineer,130000,Full remote
2023,Mid-level,Full-time,Data Engineer,75000,Full remote
2023,Mid-level,Full-time,Data Engineer,60400,Full remote
2023,Entry-level,Full-time,Data Analyst,85000,Full remote
2023,Entry-level,Full-time,Data Analyst,75000,Full remote
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Entry-level,Full-time,Data Engineer,92700,Full remote
2023,Entry-level,Full-time,Data Engineer,61800,Full remote
2022,Senior,Full-time,Lead Data Scientist,172309,Full remote
2023,Mid-level,Full-time,Data Scientist,60093,Full remote
2023,Mid-level,Full-time,Data Analyst,83500,Full remote
2023,Mid-level,Full-time,Data Analyst,52500,Full remote
2023,Senior,Full-time,Data Scientist,201036,On-site work
2023,Senior,Full-time,Data Scientist,134024,On-site work
2023,Senior,Full-time,Data Analyst,165000,Full remote
2023,Senior,Full-time,Data Analyst,140000,Full remote
2023,Entry-level,Full-time,Data Engineer,62000,Full remote
2023,Entry-level,Full-time,Data Engineer,58000,Full remote
2023,Senior,Full-time,Data Scientist,172000,On-site work
2023,Senior,Full-time,Data Scientist,115000,On-site work
2023,Entry-level,Full-time,Data Engineer,125000,On-site work
2023,Entry-level,Full-time,Data Engineer,90000,On-site work
2023,Senior,Full-time,Data Engineer,163800,On-site work
2023,Senior,Full-time,Data Engineer,126000,On-site work
2023,Senior,Full-time,Data Scientist,237000,Full remote
2023,Senior,Full-time,Data Scientist,145000,Full remote
2023,Mid-level,Full-time,Data Engineer,90000,Full remote
2023,Mid-level,Full-time,Data Engineer,90000,Full remote
2023,Senior,Full-time,Data Engineer,139500,On-site work
2023,Senior,Full-time,Data Engineer,109400,On-site work
2023,Senior,Full-time,Data Scientist,258000,On-site work
2023,Senior,Full-time,Data Scientist,190000,On-site work
2023,Mid-level,Full-time,Data Engineer,145000,On-site work
2023,Mid-level,Full-time,Data Engineer,120000,On-site work
2023,Senior,Full-time,Data Engineer,205600,On-site work
2023,Senior,Full-time,Data Engineer,105700,On-site work
2023,Senior,Full-time,Data Engineer,252000,On-site work
2023,Senior,Full-time,Data Engineer,129000,On-site work
2023,Senior,Full-time,Data Scientist,239748,On-site work
2023,Senior,Full-time,Data Scientist,159832,On-site work
2023,Senior,Full-time,Data Scientist,186300,Full remote
2023,Senior,Full-time,Data Scientist,102500,Full remote
2023,Senior,Full-time,Data Engineer,165000,On-site work
2023,Senior,Full-time,Data Engineer,132300,On-site work
2023,Senior,Full-time,Data Scientist,190000,On-site work
2023,Senior,Full-time,Data Scientist,126000,On-site work
2023,Senior,Full-time,Data Architect,149040,Full remote
2023,Senior,Full-time,Data Architect,113900,Full remote
2023,Senior,Full-time,Data Engineer,153600,Full remote
2023,Senior,Full-time,Data Engineer,106800,Full remote
2023,Senior,Full-time,Data Engineer,172600,Full remote
2023,Senior,Full-time,Data Engineer,107900,Full remote
2023,Senior,Full-time,Data Analyst,180180,On-site work
2023,Senior,Full-time,Data Analyst,106020,On-site work
2023,Senior,Full-time,Data Architect,376080,Full remote
2023,Senior,Full-time,Data Architect,213120,Full remote
2023,Senior,Full-time,Data Analyst,153600,On-site work
2023,Senior,Full-time,Data Analyst,100500,On-site work
2023,Senior,Full-time,Data Analyst,206500,Full remote
2023,Senior,Full-time,Data Analyst,121600,Full remote
2023,Senior,Full-time,Data Engineer,260000,On-site work
2023,Senior,Full-time,Data Engineer,225000,On-site work
2023,Executive,Full-time,Data Engineer,194500,On-site work
2023,Executive,Full-time,Data Engineer,115500,On-site work
2023,Senior,Full-time,Cloud Database Engineer,170000,Full remote
2023,Senior,Full-time,Applied Machine Learning Scientist,90000,Full remote
2023,Entry-level,Full-time,Data Analyst,95000,Full remote
2023,Entry-level,Full-time,Data Analyst,70000,Full remote
2023,Senior,Full-time,Data Engineer,275000,On-site work
2023,Senior,Full-time,Data Engineer,160000,On-site work
2023,Senior,Full-time,Data Analyst,115934,Full remote
2023,Senior,Full-time,Data Analyst,81666,Full remote
2023,Senior,Full-time,Data Scientist,175000,On-site work
2023,Senior,Full-time,Data Scientist,120000,On-site work
2023,Senior,Full-time,Machine Learning Engineer,150000,Full remote
2023,Senior,Full-time,Machine Learning Engineer,120000,Full remote
2023,Senior,Full-time,Research Engineer,200000,On-site work
2023,Senior,Full-time,Research Engineer,175000,On-site work
2023,Mid-level,Full-time,Data Analyst,206000,On-site work
2023,Mid-level,Full-time,Data Analyst,130000,On-site work
2023,Senior,Full-time,Data Architect,138000,Full remote
2023,Senior,Full-time,Data Architect,92000,Full remote
2023,Senior,Full-time,Data Manager,65000,On-site work
2023,Senior,Full-time,Data Manager,48000,On-site work
2023,Senior,Full-time,Data Analyst,110000,Full remote
2023,Senior,Full-time,Data Analyst,75000,Full remote
2023,Senior,Full-time,Analytics Engineer,130000,On-site work
2023,Senior,Full-time,Analytics Engineer,87000,On-site work
2023,Mid-level,Full-time,Data Analyst,160000,On-site work
2023,Mid-level,Full-time,Data Analyst,112000,On-site work
2023,Mid-level,Full-time,Data Engineer,162500,On-site work
2023,Mid-level,Full-time,Data Engineer,130000,On-site work
2023,Senior,Full-time,Data Science Manager,299500,On-site work
2023,Senior,Full-time,Data Science Manager,245100,On-site work
2023,Mid-level,Full-time,Data Scientist,145000,On-site work
2023,Mid-level,Full-time,Data Scientist,100000,On-site work
2023,Senior,Full-time,Data Engineer,147100,On-site work
2023,Senior,Full-time,Data Engineer,90700,On-site work
2023,Entry-level,Full-time,Data Engineer,115100,On-site work
2023,Entry-level,Full-time,Data Engineer,73900,On-site work
2023,Senior,Full-time,Data Engineer,168400,On-site work
2023,Senior,Full-time,Data Engineer,105200,On-site work
2023,Senior,Full-time,Data Scientist,210000,On-site work
2023,Senior,Full-time,Data Scientist,160000,On-site work
2023,Mid-level,Full-time,Data Scientist,145000,On-site work
2023,Mid-level,Full-time,Data Scientist,100000,On-site work
2023,Senior,Full-time,Applied Scientist,222200,On-site work
2023,Senior,Full-time,Applied Scientist,136000,On-site work
2023,Mid-level,Full-time,Data Analyst,100000,On-site work
2023,Mid-level,Full-time,Data Analyst,85000,On-site work
2023,Mid-level,Full-time,Data Engineer,85066,Full remote
2023,Mid-level,Full-time,Data Engineer,57723,Full remote
2023,Executive,Full-time,Data Scientist,200000,On-site work
2023,Executive,Full-time,Data Scientist,145000,On-site work
2023,Mid-level,Full-time,Data Engineer,140000,On-site work
2023,Mid-level,Full-time,Data Engineer,95000,On-site work
2023,Senior,Full-time,Data Analyst,185000,Full remote
2023,Senior,Full-time,Data Analyst,120250,Full remote
2023,Mid-level,Full-time,Financial Data Analyst,130000,Full remote
2023,Senior,Full-time,Data Scientist,205000,On-site work
2023,Senior,Full-time,Data Scientist,140000,On-site work
2023,Senior,Full-time,Data Scientist,297300,Full remote
2023,Senior,Full-time,Data Scientist,198200,Full remote
2023,Senior,Full-time,Research Scientist,141288,On-site work
2023,Senior,Full-time,Research Scientist,94192,On-site work
2023,Senior,Full-time,Data Infrastructure Engineer,184000,Full remote
2023,Senior,Full-time,Data Infrastructure Engineer,143000,Full remote
2023,Senior,Full-time,Data Analyst,70000,On-site work
2023,Senior,Full-time,Data Analyst,55000,On-site work
2023,Senior,Full-time,Analytics Engineer,275300,Full remote
2023,Senior,Full-time,Analytics Engineer,183500,Full remote
2023,Mid-level,Full-time,Data Analyst,75000,Full remote
2023,Mid-level,Full-time,Data Analyst,65000,Full remote
2023,Mid-level,Full-time,ML Engineer,160000,On-site work
2023,Mid-level,Full-time,ML Engineer,147000,On-site work
2023,Senior,Full-time,Data Architect,149040,Full remote
2023,Senior,Full-time,Data Architect,113900,Full remote
2023,Mid-level,Full-time,Software Data Engineer,75020,Full remote
2023,Senior,Full-time,Data Analyst,180180,On-site work
2023,Senior,Full-time,Data Analyst,106020,On-site work
2023,Mid-level,Full-time,Data Scientist,17022,Full remote
2023,Entry-level,Full-time,AI Programmer,70000,On-site work
2023,Entry-level,Full-time,AI Developer,80000,Partially remote
2023,Mid-level,Full-time,Lead Data Analyst,18238,Partially remote
2023,Mid-level,Full-time,Machine Learning Engineer,250000,On-site work
2023,Mid-level,Full-time,Machine Learning Engineer,150000,On-site work
2023,Senior,Full-time,Data Engineer,139500,On-site work
2023,Senior,Full-time,Data Engineer,109400,On-site work
2023,Senior,Full-time,Data Scientist,105000,On-site work
2023,Senior,Full-time,Data Scientist,70000,On-site work
2023,Executive,Full-time,Data Engineer,210914,Full remote
2023,Executive,Full-time,Data Engineer,116704,Full remote
2023,Entry-level,Full-time,Research Scientist,150000,On-site work
2023,Entry-level,Full-time,Research Scientist,100000,On-site work
2023,Senior,Full-time,Data Engineer,146000,On-site work
2023,Senior,Full-time,Data Engineer,75000,On-site work
2023,Entry-level,Full-time,Data Analyst,75000,Full remote
2023,Entry-level,Full-time,Data Analyst,60000,Full remote
